Dataset,Model,Resampling,Threshold,Train_Size,Train_Qt_Class_0,Train_Qt_Class_1,Test_Size,Test_Qt_Class_0,Test_Qt_Class_1,Feature,N_Terms,Tp,Fp,Tn,Fn,Acc_0,Acc_1,Balanced_Acc,Precision,Recall,Fmeasure
Eclipse,knn,cv52,224,5606,5191,415,1868,1730,138,Summary,200,1729,138,1,0,0.926084627745046,1,0.963042313872523,0.926084627745046,1,0.961624026696329
Eclipse,knn,cv52,256,5607,5250,357,1867,1749,118,Summary,200,1749,118,0,0,0.936797000535619,NA,NA,0.936797000535619,1,0.967367256637168
Eclipse,knn,cv52,288,5606,5295,311,1868,1765,103,Summary,200,1765,103,0,0,0.944860813704497,NA,NA,0.944860813704497,1,0.971648775116983
Eclipse,knn,cv52,320,5606,5339,267,1868,1779,89,Summary,200,1779,89,0,0,0.952355460385439,NA,NA,0.952355460385439,1,0.975596380586784
Eclipse,knn,cv52,352,5606,5388,218,1868,1796,72,Summary,200,1796,72,0,0,0.961456102783726,NA,NA,0.961456102783726,1,0.980349344978166
Eclipse,knn,cv52,384,5606,5421,185,1868,1807,61,Summary,200,1807,61,0,0,0.967344753747323,NA,NA,0.967344753747323,1,0.983401360544218
Eclipse,knn,cv52,416,5606,5448,158,1868,1816,52,Summary,200,1816,52,0,0,0.972162740899358,NA,NA,0.972162740899358,1,0.985884907709012
Eclipse,knn,cv52,448,5606,5478,128,1868,1826,42,Summary,200,1826,42,0,0,0.977516059957173,NA,NA,0.977516059957173,1,0.988630211153221
Eclipse,knn,cv52,480,5606,5494,112,1868,1831,37,Summary,200,1831,37,0,0,0.980192719486081,NA,NA,0.980192719486081,1,0.98999729656664
Eclipse,knn,cv52,512,5607,5508,99,1867,1835,32,Summary,200,1835,32,0,0,0.982860203535083,NA,NA,0.982860203535083,1,0.991356023770935
Eclipse,rf,bootstrap,4,5607,2451,3156,1867,816,1051,Summary,200,197,182,619,869,0.519788918205805,0.415994623655914,0.467891770930859,0.519788918205805,0.184803001876173,0.272664359861592
Eclipse,rf,bootstrap,8,5607,3000,2607,1867,999,868,Summary,200,795,675,204,193,0.540816326530612,0.513853904282116,0.527335115406364,0.540816326530612,0.804655870445344,0.64686737184703
Eclipse,rf,bootstrap,12,5606,3236,2370,1868,1078,790,Summary,200,975,684,103,106,0.587703435804702,0.492822966507177,0.540263201155939,0.587703435804702,0.901942645698427,0.711678832116788
Eclipse,rf,bootstrap,16,5606,3465,2141,1868,1155,713,Summary,200,1101,656,54,57,0.626636311895276,0.486486486486487,0.556561399190881,0.626636311895276,0.950777202072539,0.755403087478559
Eclipse,rf,bootstrap,20,5606,3605,2001,1868,1201,667,Summary,200,1140,625,61,42,0.645892351274788,0.592233009708738,0.619062680491763,0.645892351274788,0.964467005076142,0.773668137088565
Eclipse,rf,bootstrap,24,5606,3759,1847,1868,1253,615,Summary,200,1206,589,47,26,0.671866295264624,0.643835616438356,0.65785095585149,0.671866295264624,0.978896103896104,0.796828543111992
Eclipse,rf,bootstrap,28,5606,3871,1735,1868,1290,578,Summary,200,1278,566,12,12,0.693058568329718,0.5,0.596529284164859,0.693058568329718,0.990697674418605,0.815571155073389
Eclipse,rf,bootstrap,32,5607,3972,1635,1867,1323,544,Summary,200,1305,540,18,4,0.707317073170732,0.818181818181818,0.762749445676275,0.707317073170732,0.99694423223835,0.827520608750793
Eclipse,rf,bootstrap,64,5606,4474,1132,1868,1491,377,Summary,200,1490,375,1,2,0.798927613941019,0.333333333333333,0.566130473637176,0.798927613941019,0.998659517426273,0.887697348823354
Eclipse,rf,bootstrap,96,5606,4716,890,1868,1572,296,Summary,200,1572,294,0,2,0.842443729903537,0,0.421221864951768,0.842443729903537,0.998729351969504,0.913953488372093
Eclipse,rf,bootstrap,128,5606,4896,710,1868,1632,236,Summary,200,1632,236,0,0,0.873661670235546,NA,NA,0.873661670235546,1,0.932571428571429
Eclipse,rf,bootstrap,160,5606,5014,592,1868,1671,197,Summary,200,1671,197,0,0,0.894539614561028,NA,NA,0.894539614561028,1,0.944334557784685
Eclipse,rf,bootstrap,192,5606,5094,512,1868,1698,170,Summary,200,1697,170,1,0,0.908944831280129,1,0.954472415640064,0.908944831280129,1,0.952300785634119
Eclipse,rf,bootstrap,224,5606,5191,415,1868,1730,138,Summary,200,1730,138,0,0,0.926124197002141,NA,NA,0.926124197002141,1,0.961645358532518
Eclipse,rf,bootstrap,256,5607,5250,357,1867,1749,118,Summary,200,1749,118,0,0,0.936797000535619,NA,NA,0.936797000535619,1,0.967367256637168
Eclipse,rf,bootstrap,288,5606,5295,311,1868,1765,103,Summary,200,1765,103,0,0,0.944860813704497,NA,NA,0.944860813704497,1,0.971648775116983
Eclipse,rf,bootstrap,320,5606,5339,267,1868,1779,89,Summary,200,1779,89,0,0,0.952355460385439,NA,NA,0.952355460385439,1,0.975596380586784
Eclipse,rf,bootstrap,352,5606,5388,218,1868,1796,72,Summary,200,1796,72,0,0,0.961456102783726,NA,NA,0.961456102783726,1,0.980349344978166
Eclipse,rf,bootstrap,384,5606,5421,185,1868,1807,61,Summary,200,1807,61,0,0,0.967344753747323,NA,NA,0.967344753747323,1,0.983401360544218
Eclipse,rf,bootstrap,416,5606,5448,158,1868,1816,52,Summary,200,1816,52,0,0,0.972162740899358,NA,NA,0.972162740899358,1,0.985884907709012
Eclipse,rf,bootstrap,448,5606,5478,128,1868,1826,42,Summary,200,1826,42,0,0,0.977516059957173,NA,NA,0.977516059957173,1,0.988630211153221
Eclipse,rf,bootstrap,480,5606,5494,112,1868,1831,37,Summary,200,1831,37,0,0,0.980192719486081,NA,NA,0.980192719486081,1,0.98999729656664
Eclipse,rf,bootstrap,512,5607,5508,99,1867,1835,32,Summary,200,1835,32,0,0,0.982860203535083,NA,NA,0.982860203535083,1,0.991356023770935
Eclipse,rf,cv52,4,5607,2451,3156,1867,816,1051,Summary,200,215,200,601,851,0.518072289156627,0.413911845730028,0.465992067443327,0.518072289156627,0.201688555347092,0.290344361917623
Eclipse,rf,cv52,8,5607,3000,2607,1867,999,868,Summary,200,787,662,212,206,0.543133195307108,0.507177033492823,0.525155114399966,0.543133195307108,0.792547834843907,0.644553644553645
Eclipse,rf,cv52,12,5606,3236,2370,1868,1078,790,Summary,200,972,687,106,103,0.585895117540687,0.507177033492823,0.546536075516755,0.585895117540687,0.904186046511628,0.71104608632041
Eclipse,rf,cv52,16,5606,3465,2141,1868,1155,713,Summary,200,1087,652,68,61,0.625071880391029,0.527131782945736,0.576101831668383,0.625071880391029,0.946864111498258,0.753030827848978
Eclipse,rf,cv52,20,5606,3605,2001,1868,1201,667,Summary,200,1143,620,58,47,0.648326715825298,0.552380952380952,0.600353834103125,0.648326715825298,0.960504201680672,0.774128005418219
Eclipse,rf,cv52,24,5606,3759,1847,1868,1253,615,Summary,200,1206,591,47,24,0.671118530884808,0.661971830985915,0.666545180935362,0.671118530884808,0.980487804878049,0.796828543111992
Eclipse,rf,cv52,28,5606,3871,1735,1868,1290,578,Summary,200,1278,568,12,10,0.692307692307692,0.545454545454545,0.618881118881119,0.692307692307692,0.992236024844721,0.815571155073389
Eclipse,rf,cv52,32,5607,3972,1635,1867,1323,544,Summary,200,1309,540,14,4,0.707950243374797,0.777777777777778,0.742864010576287,0.707950243374797,0.996953541507997,0.827956989247312
Eclipse,rf,cv52,64,5606,4474,1132,1868,1491,377,Summary,200,1490,375,1,2,0.798927613941019,0.333333333333333,0.566130473637176,0.798927613941019,0.998659517426273,0.887697348823354
Eclipse,rf,cv52,96,5606,4716,890,1868,1572,296,Summary,200,1572,293,0,3,0.842895442359249,0,0.421447721179625,0.842895442359249,0.998095238095238,0.913953488372093
Eclipse,rf,cv52,128,5606,4896,710,1868,1632,236,Summary,200,1632,236,0,0,0.873661670235546,NA,NA,0.873661670235546,1,0.932571428571429
Eclipse,rf,cv52,160,5606,5014,592,1868,1671,197,Summary,200,1671,197,0,0,0.894539614561028,NA,NA,0.894539614561028,1,0.944334557784685
Eclipse,rf,cv52,192,5606,5094,512,1868,1698,170,Summary,200,1697,170,1,0,0.908944831280129,1,0.954472415640064,0.908944831280129,1,0.952300785634119
Eclipse,rf,cv52,224,5606,5191,415,1868,1730,138,Summary,200,1730,138,0,0,0.926124197002141,NA,NA,0.926124197002141,1,0.961645358532518
Eclipse,rf,cv52,256,5607,5250,357,1867,1749,118,Summary,200,1749,118,0,0,0.936797000535619,NA,NA,0.936797000535619,1,0.967367256637168
Eclipse,rf,cv52,288,5606,5295,311,1868,1765,103,Summary,200,1765,103,0,0,0.944860813704497,NA,NA,0.944860813704497,1,0.971648775116983
Eclipse,rf,cv52,320,5606,5339,267,1868,1779,89,Summary,200,1779,89,0,0,0.952355460385439,NA,NA,0.952355460385439,1,0.975596380586784
Eclipse,rf,cv52,352,5606,5388,218,1868,1796,72,Summary,200,1796,72,0,0,0.961456102783726,NA,NA,0.961456102783726,1,0.980349344978166
Eclipse,rf,cv52,384,5606,5421,185,1868,1807,61,Summary,200,1807,61,0,0,0.967344753747323,NA,NA,0.967344753747323,1,0.983401360544218
Eclipse,rf,cv52,416,5606,5448,158,1868,1816,52,Summary,200,1816,52,0,0,0.972162740899358,NA,NA,0.972162740899358,1,0.985884907709012
Eclipse,rf,cv52,448,5606,5478,128,1868,1826,42,Summary,200,1826,42,0,0,0.977516059957173,NA,NA,0.977516059957173,1,0.988630211153221
Eclipse,rf,cv52,480,5606,5494,112,1868,1831,37,Summary,200,1831,37,0,0,0.980192719486081,NA,NA,0.980192719486081,1,0.98999729656664
Eclipse,rf,cv52,512,5607,5508,99,1867,1835,32,Summary,200,1835,32,0,0,0.982860203535083,NA,NA,0.982860203535083,1,0.991356023770935
Eclipse,svm,bootstrap,4,5607,2451,3156,1867,816,1051,Summary,200,28,25,788,1026,0.528301886792453,0.434399117971334,0.481350502381893,0.528301886792453,0.0265654648956357,0.050587172538392
Eclipse,svm,bootstrap,8,5607,3000,2607,1867,999,868,Summary,200,747,630,252,238,0.542483660130719,0.514285714285714,0.528384687208217,0.542483660130719,0.758375634517766,0.632514817950889
Eclipse,svm,bootstrap,12,5606,3236,2370,1868,1078,790,Summary,200,1065,778,13,12,0.577862181226262,0.52,0.548931090613131,0.577862181226262,0.988857938718663,0.729452054794521
Eclipse,svm,bootstrap,16,5606,3465,2141,1868,1155,713,Summary,200,1155,713,0,0,0.61830835117773,NA,NA,0.61830835117773,1,0.764141581210718
Eclipse,svm,bootstrap,20,5606,3605,2001,1868,1201,667,Summary,200,1201,667,0,0,0.642933618843683,NA,NA,0.642933618843683,1,0.782665363310524
Eclipse,svm,bootstrap,24,5606,3759,1847,1868,1253,615,Summary,200,1253,615,0,0,0.670770877944325,NA,NA,0.670770877944325,1,0.802947773149632
Eclipse,svm,bootstrap,28,5606,3871,1735,1868,1290,578,Summary,200,1290,578,0,0,0.690578158458244,NA,NA,0.690578158458244,1,0.816972767574414
Eclipse,svm,bootstrap,32,5607,3972,1635,1867,1323,544,Summary,200,1323,544,0,0,0.708623460096411,NA,NA,0.708623460096411,1,0.829467084639498
Eclipse,svm,bootstrap,64,5606,4474,1132,1868,1491,377,Summary,200,1490,376,1,1,0.798499464094319,0.5,0.64924973204716,0.798499464094319,0.999329309188464,0.887697348823354
Eclipse,svm,bootstrap,96,5606,4716,890,1868,1572,296,Summary,200,1572,294,0,2,0.842443729903537,0,0.421221864951768,0.842443729903537,0.998729351969504,0.913953488372093
Eclipse,svm,bootstrap,128,5606,4896,710,1868,1632,236,Summary,200,1632,236,0,0,0.873661670235546,NA,NA,0.873661670235546,1,0.932571428571429
Eclipse,svm,bootstrap,160,5606,5014,592,1868,1671,197,Summary,200,1671,197,0,0,0.894539614561028,NA,NA,0.894539614561028,1,0.944334557784685
Eclipse,svm,bootstrap,192,5606,5094,512,1868,1698,170,Summary,200,1698,170,0,0,0.908993576017131,NA,NA,0.908993576017131,1,0.952327537857543
Eclipse,svm,bootstrap,224,5606,5191,415,1868,1730,138,Summary,200,1730,138,0,0,0.926124197002141,NA,NA,0.926124197002141,1,0.961645358532518
Eclipse,svm,bootstrap,256,5607,5250,357,1867,1749,118,Summary,200,1749,118,0,0,0.936797000535619,NA,NA,0.936797000535619,1,0.967367256637168
Eclipse,svm,bootstrap,288,5606,5295,311,1868,1765,103,Summary,200,1765,103,0,0,0.944860813704497,NA,NA,0.944860813704497,1,0.971648775116983
Eclipse,svm,bootstrap,320,5606,5339,267,1868,1779,89,Summary,200,1779,89,0,0,0.952355460385439,NA,NA,0.952355460385439,1,0.975596380586784
Eclipse,svm,bootstrap,352,5606,5388,218,1868,1796,72,Summary,200,1796,72,0,0,0.961456102783726,NA,NA,0.961456102783726,1,0.980349344978166
Eclipse,svm,bootstrap,384,5606,5421,185,1868,1807,61,Summary,200,1807,61,0,0,0.967344753747323,NA,NA,0.967344753747323,1,0.983401360544218
Eclipse,svm,bootstrap,416,5606,5448,158,1868,1816,52,Summary,200,1816,52,0,0,0.972162740899358,NA,NA,0.972162740899358,1,0.985884907709012
Eclipse,svm,bootstrap,448,5606,5478,128,1868,1826,42,Summary,200,1826,42,0,0,0.977516059957173,NA,NA,0.977516059957173,1,0.988630211153221
Eclipse,svm,bootstrap,480,5606,5494,112,1868,1831,37,Summary,200,1831,37,0,0,0.980192719486081,NA,NA,0.980192719486081,1,0.98999729656664
Eclipse,svm,bootstrap,512,5607,5508,99,1867,1835,32,Summary,200,1835,32,0,0,0.982860203535083,NA,NA,0.982860203535083,1,0.991356023770935
Eclipse,svm,cv52,4,5607,2451,3156,1867,816,1051,Summary,200,175,178,641,873,0.495750708215297,0.42338177014531,0.459566239180304,0.495750708215297,0.166984732824427,0.249821556031406
Eclipse,svm,cv52,8,5607,3000,2607,1867,999,868,Summary,200,700,578,299,290,0.54773082942097,0.507640067911715,0.527685448666342,0.54773082942097,0.707070707070707,0.617283950617284
Eclipse,svm,cv52,12,5606,3236,2370,1868,1078,790,Summary,200,1037,737,41,53,0.584554678692221,0.436170212765957,0.510362445729089,0.584554678692221,0.951376146788991,0.724162011173184
Eclipse,svm,cv52,16,5606,3465,2141,1868,1155,713,Summary,200,1142,710,13,3,0.616630669546436,0.8125,0.714565334773218,0.616630669546436,0.997379912663755,0.762095428762095
Eclipse,svm,cv52,20,5606,3605,2001,1868,1201,667,Summary,200,1201,667,0,0,0.642933618843683,NA,NA,0.642933618843683,1,0.782665363310524
Eclipse,svm,cv52,24,5606,3759,1847,1868,1253,615,Summary,200,1253,614,0,1,0.671130155329405,0,0.335565077664703,0.671130155329405,0.999202551834131,0.802947773149631
Eclipse,svm,cv52,28,5606,3871,1735,1868,1290,578,Summary,200,1272,566,18,12,0.692056583242655,0.6,0.646028291621328,0.692056583242655,0.990654205607477,0.814862267777066
Eclipse,svm,cv52,32,5607,3972,1635,1867,1323,544,Summary,200,1322,542,1,2,0.709227467811159,0.333333333333333,0.521280400572246,0.709227467811159,0.998489425981873,0.829360100376412
Eclipse,svm,cv52,64,5606,4474,1132,1868,1491,377,Summary,200,1490,376,1,1,0.798499464094319,0.5,0.64924973204716,0.798499464094319,0.999329309188464,0.887697348823354
Eclipse,svm,cv52,96,5606,4716,890,1868,1572,296,Summary,200,1571,293,1,3,0.842811158798283,0.25,0.546405579399142,0.842811158798283,0.998094027954257,0.91390343222804
Eclipse,svm,cv52,128,5606,4896,710,1868,1632,236,Summary,200,1632,236,0,0,0.873661670235546,NA,NA,0.873661670235546,1,0.932571428571429
Eclipse,svm,cv52,160,5606,5014,592,1868,1671,197,Summary,200,1671,197,0,0,0.894539614561028,NA,NA,0.894539614561028,1,0.944334557784685
Eclipse,svm,cv52,192,5606,5094,512,1868,1698,170,Summary,200,1698,170,0,0,0.908993576017131,NA,NA,0.908993576017131,1,0.952327537857543
Eclipse,svm,cv52,224,5606,5191,415,1868,1730,138,Summary,200,1730,138,0,0,0.926124197002141,NA,NA,0.926124197002141,1,0.961645358532518
Eclipse,svm,cv52,256,5607,5250,357,1867,1749,118,Summary,200,1749,118,0,0,0.936797000535619,NA,NA,0.936797000535619,1,0.967367256637168
Eclipse,svm,cv52,288,5606,5295,311,1868,1765,103,Summary,200,1765,103,0,0,0.944860813704497,NA,NA,0.944860813704497,1,0.971648775116983
Eclipse,svm,cv52,320,5606,5339,267,1868,1779,89,Summary,200,1779,89,0,0,0.952355460385439,NA,NA,0.952355460385439,1,0.975596380586784
Eclipse,svm,cv52,352,5606,5388,218,1868,1796,72,Summary,200,1796,72,0,0,0.961456102783726,NA,NA,0.961456102783726,1,0.980349344978166
Eclipse,svm,cv52,384,5606,5421,185,1868,1807,61,Summary,200,1807,61,0,0,0.967344753747323,NA,NA,0.967344753747323,1,0.983401360544218
Eclipse,svm,cv52,416,5606,5448,158,1868,1816,52,Summary,200,1816,52,0,0,0.972162740899358,NA,NA,0.972162740899358,1,0.985884907709012
Eclipse,svm,cv52,448,5606,5478,128,1868,1826,42,Summary,200,1826,42,0,0,0.977516059957173,NA,NA,0.977516059957173,1,0.988630211153221
Eclipse,svm,cv52,480,5606,5494,112,1868,1831,37,Summary,200,1831,37,0,0,0.980192719486081,NA,NA,0.980192719486081,1,0.98999729656664
Eclipse,svm,cv52,512,5607,5508,99,1867,1835,32,Summary,200,1835,32,0,0,0.982860203535083,NA,NA,0.982860203535083,1,0.991356023770935
